zfs_config,timestamp,pattern,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
raidz1,1579316918481,randread,32k,1,180,10885627904,60465297,1842.398034,57.522815,0,0,0,0
raidz1,1579347452264,randread,32k,2,180,15653076992,86942218,1325.261238,41.391504,0,0,0,0
raidz1,1579355605526,randread,32k,4,180,20214120448,112235198,855.791269,26.695412,0,0,0,0
raidz1,1579401010556,randread,32k,8,180,21790949376,120802446,461.493208,14.373559,0,0,0,0
raidz1,1579408658813,randread,4k,12,180,4193456128,23234374,59.551337,14.847477,0,0,0,0
raidz1,1579316375984,randread,4k,1,180,2225537024,12361759,379.213187,94.776615,0,0,0,0
raidz1,1579346909567,randread,4k,2,180,3104096256,17239903,264.704477,66.134007,0,0,0,0
raidz1,1579355062320,randread,4k,4,180,3811692544,21157967,161.20202,40.256659,0,0,0,0
raidz1,1579400466107,randread,4k,8,180,4146761728,23011996,87.672208,21.875907,0,0,0,0
raidz1,1579409751115,randread,512k,12,180,185421266944,1024438208,2771.157024,5.360553,0,0,0,0
raidz1,1579317460990,randread,512k,1,180,96107233280,533748192,16274.531488,31.736119,0,0,0,0
raidz1,1579347994982,randread,512k,2,180,136841265152,759950602,11607.589103,22.616861,0,0,0,0
raidz1,1579356148769,randread,512k,4,180,175301984256,973240271,7468.08384,14.538686,0,0,0,0
raidz1,1579401555074,randread,512k,8,180,187931033600,1041884915,4039.505779,7.838805,0,0,0,0
raidz1,1579409386416,randread,64k,12,180,43751505920,242674294,621.906471,9.667107,0,0,0,0
