zfs_config,timestamp,pattern,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
raidz1,1579481189811,,,,,0,0,0,0,282935820288,1571856935,383935.819889,2999.47427
raidz1,1579489332599,,,,,0,0,0,0,285812981760,1587841077,193470.676532,1511.461351
raidz1,1579497392487,,,,,0,0,0,0,248296521728,1379279530,112080.988181,7005.048204
raidz1,1579464378336,,,,,0,0,0,0,39182024704,217676705,212733.334262,13295.735376
raidz1,1579472512927,,,,,0,0,0,0,53904048128,299460279,146174.447222,9135.831944
raidz1,1579480647534,,,,,0,0,0,0,76468256768,424762294,103693.203472,6480.776389
raidz1,1579488785525,,,,,0,0,0,0,268303056896,1489703544,181482.197149,11342.625522
raidz1,1579498302243,,,,,0,0,0,0,317366206464,1762930122,142766.628618,139.368835
raidz1,1579465282139,,,,,0,0,0,0,285153951744,1584179819,1546190.183333,1509.927778
raidz1,1579473416856,,,,,0,0,0,0,285390929920,1585487549,774417.74548,756.239221
raidz1,1579481551611,,,,,0,0,0,0,298834722816,1660165235,404191.340988,394.68128
raidz1,1579489696384,,,,,0,0,0,0,310685728768,1725993471,209821.622957,204.864348
raidz1,1579498483738,,,,,0,0,0,0,320002326528,1777672191,144816.755384,70.670646
raidz1,1579465463080,,,,,0,0,0,0,289492959232,1608285283,1568889.111111,766.019444
raidz1,1579473597844,,,,,0,0,0,0,284128444416,1578482588,771351.240947,376.614206
raidz1,1579481732616,,,,,0,0,0,0,295012663296,1638895505,399190.61057,194.879694
raidz1,1579489878569,,,,,0,0,0,0,311714381824,1731573408,209974.236092,102.477399
raidz1,1579497574804,,,,,0,0,0,0,246728032256,1369843722,111679.311369,3489.951972
raidz1,1579464559092,,,,,0,0,0,0,55673520128,309276715,301925.086111,9435.047222
raidz1,1579472693624,,,,,0,0,0,0,75134730240,417412849,203775.836111,6367.955556
raidz1,1579480828324,,,,,0,0,0,0,53437923328,296847667,72442.217361,2263.772917
raidz1,1579488968006,,,,,0,0,0,0,272658333696,1513927449,185065.456885,5783.280598
raidz1,1579497027745,,,,,0,0,0,0,224920367104,1249460414,101621.563645,25405.376304
raidz1,1579464016823,,,,,0,0,0,0,73432698880,407914114,398211.344444,99552.761111
raidz1,1579472151442,,,,,0,0,0,0,78063083520,433599486,211695.093056,52923.7125
raidz1,1579480286085,,,,,0,0,0,0,145775403008,809813861,197812.505212,49453.0959
raidz1,1579488421255,,,,,0,0,0,0,250939424768,1393891087,169951.045549,42487.74548
raidz1,1579498120737,,,,,0,0,0,0,313546768384,1741907136,141367.685893,276.080843
raidz1,1579465101316,,,,,0,0,0,0,294010224640,1633381062,1594628.922222,3114.494444
raidz1,1579473235918,,,,,0,0,0,0,289425326080,1607909545,785312.168289,1533.789986
raidz1,1579481370674,,,,,0,0,0,0,295160512512,1639771515,399929.226704,781.081363
raidz1,1579489514365,,,,,0,0,0,0,314480001024,1747101410,212736.213913,415.469217
raidz1,1579497757280,,,,,0,0,0,0,245834055680,1364122963,110794.267609,1731.136006
raidz1,1579464739805,,,,,0,0,0,0,19598868480,108880787,106226.394444,1659.638889
raidz1,1579472874374,,,,,0,0,0,0,33160298496,184207506,89848.119611,1403.827538
raidz1,1579481009064,,,,,0,0,0,0,85683208192,475978158,116159.612926,1814.972898
raidz1,1579489150389,,,,,0,0,0,0,268261392384,1489761717,181412.447149,2834.548331
raidz1,1579497210474,,,,,0,0,0,0,232513306624,1291403392,105095.677561,13136.951321
raidz1,1579464197547,,,,,0,0,0,0,22674153472,125959821,122983.788889,15372.916667
raidz1,1579472332214,,,,,0,0,0,0,30956077056,171970562,83943.298611,10492.836111
raidz1,1579480466801,,,,,0,0,0,0,43687378944,242691481,59224.629167,7402.9875
raidz1,1579488603393,,,,,0,0,0,0,241909407744,1343470939,163606.331015,20450.774687
